,Country,Language,Year,Value
2381,Australia,Punjabi,2001,437.0
2382,Australia,Romanian,2001,152.0
2383,Australia,Russian,2001,439.0
2389,Australia,Spanish,2001,911.0
2391,Australia,Tamil,2001,46.0
2392,Australia,Telugu,2001,3.0
2393,Australia,Thai,2001,306.0
2396,Australia,Ukrainian,2001,198.0
2397,Australia,Urdu,2001,53.0
2411,Australia,Arabic,1996,161966.0
2416,Australia,English,1996,13498094.0
2417,Australia,French,1996,38058.0
2418,Australia,German,1996,96651.0
2420,Australia,Hindi,1996,31703.0
2421,Australia,Hungarian,1996,25846.0
2422,Australia,Indonesian,1996,25925.0
2424,Australia,Khmer,1996,17908.0
2433,Australia,Polish,1996,61023.0
2435,Australia,Russian,1996,30042.0
2438,Australia,Spanish,1996,86860.0
2440,Australia,Tamil,1996,17451.0
2441,Australia,Thai,1996,12778.0
2443,Australia,Ukrainian,1996,11086.0
2448,Australia,Arabic,1996,83698.0
2453,Australia,English,1996,6657753.0
2454,Australia,French,1996,18152.0
2455,Australia,German,1996,46312.0
2457,Australia,Hindi,1996,15825.0
2458,Australia,Hungarian,1996,12340.0
2459,Australia,Indonesian,1996,13108.0
2461,Australia,Khmer,1996,8774.0
2470,Australia,Polish,1996,28337.0
2472,Australia,Russian,1996,13600.0
2475,Australia,Spanish,1996,42238.0
2477,Australia,Tamil,1996,8737.0
2478,Australia,Thai,1996,5169.0
2480,Australia,Ukrainian,1996,5097.0
2485,Australia,Arabic,1996,78268.0
2490,Australia,English,1996,6840341.0
2491,Australia,French,1996,19906.0
2492,Australia,German,1996,50339.0
2494,Australia,Hindi,1996,15878.0
2495,Australia,Hungarian,1996,13506.0
2496,Australia,Indonesian,1996,12817.0
2498,Australia,Khmer,1996,9134.0
2507,Australia,Polish,1996,32686.0
2509,Australia,Russian,1996,16442.0
2512,Australia,Spanish,1996,44622.0
2514,Australia,Tamil,1996,8714.0
2515,Australia,Thai,1996,7609.0
2517,Australia,Ukrainian,1996,5989.0
2523,Austria,Arabic,2001,17592.0
2528,Austria,Czech,2001,17742.0
2531,Austria,English,2001,58582.0
2534,Austria,French,2001,10190.0
2535,Austria,German,2001,7115780.0
2538,Austria,Hungarian,2001,40583.0
2540,Austria,Indonesian,2001,451.0
2551,Austria,Polish,2001,30598.0
2553,Austria,Romanian,2001,16885.0
2555,Austria,Russian,2001,8446.0
2559,Austria,Spanish,2001,9976.0
2561,Austria,Thai,2001,1593.0
2569,Austria,Arabic,2001,10934.0
2574,Austria,Czech,2001,8097.0
2577,Austria,English,2001,30079.0
2580,Austria,French,2001,4788.0
2581,Austria,German,2001,3419844.0
2584,Austria,Hungarian,2001,19835.0
2586,Austria,Indonesian,2001,233.0
2597,Austria,Polish,2001,15457.0
2599,Austria,Romanian,2001,8329.0
2601,Austria,Russian,2001,3566.0
2605,Austria,Spanish,2001,4246.0
2607,Austria,Thai,2001,336.0
2615,Austria,Arabic,2001,6658.0
2620,Austria,Czech,2001,9645.0
2623,Austria,English,2001,28503.0
2626,Austria,French,2001,5402.0
2627,Austria,German,2001,3695936.0
2630,Austria,Hungarian,2001,20748.0
2632,Austria,Indonesian,2001,218.0
2643,Austria,Polish,2001,15141.0
2645,Austria,Romanian,2001,8556.0
2647,Austria,Russian,2001,4880.0
2651,Austria,Spanish,2001,5730.0
2653,Austria,Thai,2001,1257.0
2661,Austria,Arabic,2001,17031.0
2666,Austria,Czech,2001,14733.0
2669,Austria,English,2001,50499.0
2672,Austria,French,2001,9129.0
2673,Austria,German,2001,4567609.0
2676,Austria,Hungarian,2001,33991.0
2678,Austria,Indonesian,2001,432.0
2689,Austria,Polish,2001,27814.0
2691,Austria,Romanian,2001,13332.0
2693,Austria,Russian,2001,7704.0
2697,Austria,Spanish,2001,8864.0
2699,Austria,Thai,2001,1354.0
2707,Austria,Arabic,2001,10572.0
2712,Austria,Czech,2001,6476.0
2715,Austria,English,2001,26081.0
2718,Austria,French,2001,4319.0
2719,Austria,German,2001,2155196.0
2722,Austria,Hungarian,2001,16415.0
2724,Austria,Indonesian,2001,227.0
2735,Austria,Polish,2001,13784.0
2737,Austria,Romanian,2001,6547.0
2739,Austria,Russian,2001,3300.0
2743,Austria,Spanish,2001,3786.0
2745,Austria,Thai,2001,308.0
2753,Austria,Arabic,2001,6459.0
2758,Austria,Czech,2001,8257.0
2761,Austria,English,2001,24418.0
2764,Austria,French,2001,4810.0
2765,Austria,German,2001,2412413.0
2768,Austria,Hungarian,2001,17576.0
2770,Austria,Indonesian,2001,205.0
2781,Austria,Polish,2001,14030.0
2783,Austria,Romanian,2001,6785.0
2785,Austria,Russian,2001,4404.0
2789,Austria,Spanish,2001,5078.0
2791,Austria,Thai,2001,1046.0
2799,Austria,Arabic,2001,561.0
2804,Austria,Czech,2001,3009.0
2807,Austria,English,2001,8083.0
2810,Austria,French,2001,1061.0
2811,Austria,German,2001,2548171.0
2814,Austria,Hungarian,2001,6592.0
2816,Austria,Indonesian,2001,19.0
2827,Austria,Polish,2001,2784.0
2829,Austria,Romanian,2001,3553.0
2831,Austria,Russian,2001,742.0
2835,Austria,Spanish,2001,1112.0
2837,Austria,Thai,2001,239.0
2845,Austria,Arabic,2001,362.0
2850,Austria,Czech,2001,1621.0
2853,Austria,English,2001,3998.0
2856,Austria,French,2001,469.0
2857,Austria,German,2001,1264648.0
2860,Austria,Hungarian,2001,3420.0
2862,Austria,Indonesian,2001,6.0
2873,Austria,Polish,2001,1673.0
2875,Austria,Romanian,2001,1782.0
2877,Austria,Russian,2001,266.0
2881,Austria,Spanish,2001,460.0
2883,Austria,Thai,2001,28.0
2891,Austria,Arabic,2001,199.0
2896,Austria,Czech,2001,1388.0
2899,Austria,English,2001,4085.0
2902,Austria,French,2001,592.0
2903,Austria,German,2001,1283523.0
2906,Austria,Hungarian,2001,3172.0
2908,Austria,Indonesian,2001,13.0
2919,Austria,Polish,2001,1111.0
2921,Austria,Romanian,2001,1771.0
2923,Austria,Russian,2001,476.0
2927,Austria,Spanish,2001,652.0
2929,Austria,Thai,2001,211.0
2941,Azerbaijan,Russian,2009,122449.0
2948,Azerbaijan,Ukrainian,2009,20988.0
2956,Azerbaijan,Russian,2009,45538.0
2963,Azerbaijan,Ukrainian,2009,9456.0
2971,Azerbaijan,Russian,2009,76911.0
2978,Azerbaijan,Ukrainian,2009,11532.0
2986,Azerbaijan,Russian,2009,118170.0
2993,Azerbaijan,Ukrainian,2009,20883.0
3001,Azerbaijan,Russian,2009,44121.0
3008,Azerbaijan,Ukrainian,2009,9450.0
3016,Azerbaijan,Russian,2009,74049.0
3023,Azerbaijan,Ukrainian,2009,11433.0
3031,Azerbaijan,Russian,2009,4279.0
3038,Azerbaijan,Ukrainian,2009,105.0
3046,Azerbaijan,Russian,2009,1417.0
3053,Azerbaijan,Ukrainian,2009,6.0
3061,Azerbaijan,Russian,2009,2862.0
3068,Azerbaijan,Ukrainian,2009,99.0
3078,Azerbaijan,Russian,1999,140660.0
3085,Azerbaijan,Ukrainian,1999,9314.0
3095,Azerbaijan,Russian,1999,52097.0
3102,Azerbaijan,Ukrainian,1999,4185.0
3112,Azerbaijan,Russian,1999,88563.0
3119,Azerbaijan,Ukrainian,1999,5129.0
3121,Bahamas,English,2010,351461.0
3122,Bahamas,English,2010,170257.0
3123,Bahamas,English,2010,181204.0
3127,Belarus,Polish,2009,4216.0
3128,Belarus,Russian,2009,6672964.0
3129,Belarus,Ukrainian,2009,6279.0
3134,Belarus,Polish,2009,1688.0
3135,Belarus,Russian,2009,3130584.0
3136,Belarus,Ukrainian,2009,2524.0
3141,Belarus,Polish,2009,2528.0
3142,Belarus,Russian,2009,3542380.0
3143,Belarus,Ukrainian,2009,3755.0
3148,Belarus,Polish,2009,2336.0
3149,Belarus,Russian,2009,5789010.0
3150,Belarus,Ukrainian,2009,2814.0
3155,Belarus,Polish,2009,979.0
3156,Belarus,Russian,2009,2697388.0
3157,Belarus,Ukrainian,2009,1088.0
3162,Belarus,Polish,2009,1357.0
3163,Belarus,Russian,2009,3091622.0
3164,Belarus,Ukrainian,2009,1726.0
3169,Belarus,Polish,2009,1880.0
3170,Belarus,Russian,2009,883954.0
3171,Belarus,Ukrainian,2009,3465.0
3176,Belarus,Polish,2009,709.0
3177,Belarus,Russian,2009,433196.0
3178,Belarus,Ukrainian,2009,1436.0
3183,Belarus,Polish,2009,1171.0
3184,Belarus,Russian,2009,450758.0
3185,Belarus,Ukrainian,2009,2029.0
3190,Belarus,Polish,1999,19872.0
3191,Belarus,Russian,1999,6308031.0
3192,Belarus,Ukrainian,1999,16127.0
3197,Belarus,Polish,1999,8268.0
3198,Belarus,Russian,1999,3003314.0
3199,Belarus,Ukrainian,1999,6639.0
3204,Belarus,Polish,1999,11604.0
3205,Belarus,Russian,1999,3304717.0
3206,Belarus,Ukrainian,1999,9488.0
3211,Belarus,Polish,1999,9045.0
3212,Belarus,Russian,1999,5552887.0
3213,Belarus,Ukrainian,1999,6271.0
3218,Belarus,Polish,1999,3877.0
3219,Belarus,Russian,1999,2632410.0
3220,Belarus,Ukrainian,1999,2423.0
3225,Belarus,Polish,1999,5168.0
3226,Belarus,Russian,1999,2920477.0
3227,Belarus,Ukrainian,1999,3848.0
3232,Belarus,Polish,1999,10827.0
3233,Belarus,Russian,1999,755144.0
3234,Belarus,Ukrainian,1999,9856.0
3239,Belarus,Polish,1999,4391.0
3240,Belarus,Russian,1999,370904.0
3241,Belarus,Ukrainian,1999,4216.0
3246,Belarus,Polish,1999,6436.0
3247,Belarus,Russian,1999,384240.0
3248,Belarus,Ukrainian,1999,5640.0
3252,Belize,English,2010,183903.0
3253,Belize,German,2010,9364.0
3255,Belize,Spanish,2010,165296.0
3264,Belize,English,2010,93141.0
3265,Belize,German,2010,4884.0
3267,Belize,Spanish,2010,84037.0
3276,Belize,English,2010,90762.0
3277,Belize,German,2010,4480.0
3279,Belize,Spanish,2010,81259.0
3289,Belize,English,2000,7946.0
3290,Belize,German,2000,6783.0
3291,Belize,Hindi,2000,280.0
3292,Belize,Spanish,2000,94422.0
3302,Belize,English,2000,4141.0
3303,Belize,German,2000,3505.0
3304,Belize,Hindi,2000,167.0
3305,Belize,Spanish,2000,47425.0
3315,Belize,English,2000,3805.0
3316,Belize,German,2000,3278.0
3317,Belize,Hindi,2000,113.0
3318,Belize,Spanish,2000,46997.0
3328,Belize,English,2000,5478.0
3329,Belize,German,2000,100.0
3330,Belize,Hindi,2000,271.0
3331,Belize,Spanish,2000,35377.0
3341,Belize,English,2000,2807.0
3342,Belize,German,2000,56.0
3343,Belize,Hindi,2000,159.0
3344,Belize,Spanish,2000,16758.0
3354,Belize,English,2000,2671.0
3355,Belize,German,2000,44.0
3356,Belize,Hindi,2000,112.0
3357,Belize,Spanish,2000,18619.0
3367,Belize,English,2000,2468.0
3368,Belize,German,2000,6683.0
3369,Belize,Hindi,2000,9.0
3370,Belize,Spanish,2000,59045.0
3380,Belize,English,2000,1334.0
3381,Belize,German,2000,3449.0
3382,Belize,Hindi,2000,8.0
3383,Belize,Spanish,2000,30667.0
3393,Belize,English,2000,1134.0
3394,Belize,German,2000,3234.0
3395,Belize,Hindi,2000,1.0
3396,Belize,Spanish,2000,28378.0
3407,Bolivia (Plurinational State of),Spanish,2012,6173421.0
3416,Bolivia (Plurinational State of),Spanish,2012,3092895.0
3425,Bolivia (Plurinational State of),Spanish,2012,3080526.0
3434,Bolivia (Plurinational State of),Spanish,2012,4982392.0
3443,Bolivia (Plurinational State of),Spanish,2012,2451424.0
3452,Bolivia (Plurinational State of),Spanish,2012,2530968.0
3461,Bolivia (Plurinational State of),Spanish,2012,1191029.0
3470,Bolivia (Plurinational State of),Spanish,2012,641471.0
3479,Bolivia (Plurinational State of),Spanish,2012,549558.0
3490,Bolivia (Plurinational State of),Spanish,2001,3908562.0
3500,Bolivia (Plurinational State of),Spanish,2001,1957629.0
3510,Bolivia (Plurinational State of),Spanish,2001,1950933.0
3520,Bolivia (Plurinational State of),Spanish,2001,3088379.0
3530,Bolivia (Plurinational State of),Spanish,2001,1514631.0
3540,Bolivia (Plurinational State of),Spanish,2001,1573748.0
3550,Bolivia (Plurinational State of),Spanish,2001,820183.0
3560,Bolivia (Plurinational State of),Spanish,2001,442998.0
3570,Bolivia (Plurinational State of),Spanish,2001,377185.0
3576,Botswana,English,2011,52921.0
3594,Botswana,English,2011,27197.0
3612,Botswana,English,2011,25724.0
3630,Botswana,English,2011,47751.0
3648,Botswana,English,2011,24265.0
3666,Botswana,English,2011,23486.0
3684,Botswana,English,2011,5170.0
3702,Botswana,English,2011,2932.0
3720,Botswana,English,2011,2238.0
3738,Botswana,English,2001,34433.0
3830,Burkina Faso,French,2006,170047.0
3862,Burkina Faso,French,2006,97747.0
3894,Burkina Faso,French,2006,72300.0
3926,Burkina Faso,French,2006,153881.0
3958,Burkina Faso,French,2006,86458.0
3990,Burkina Faso,French,2006,67423.0
4022,Burkina Faso,French,2006,16166.0
4054,Burkina Faso,French,2006,11289.0
4086,Burkina Faso,French,2006,4877.0
4111,Cambodia,English,2008,2360.0
4112,Cambodia,French,2008,873.0
4114,Cambodia,Khmer,2008,12901447.0
4116,Cambodia,Thai,2008,2458.0
4122,Cambodia,English,2008,1466.0
4123,Cambodia,French,2008,566.0
4125,Cambodia,Khmer,2008,6271981.0
4127,Cambodia,Thai,2008,1574.0
4133,Cambodia,English,2008,894.0
4134,Cambodia,French,2008,307.0
4136,Cambodia,Khmer,2008,6629466.0
4138,Cambodia,Thai,2008,884.0
4144,Cambodia,English,2008,1993.0
4145,Cambodia,French,2008,711.0
4147,Cambodia,Khmer,2008,2545285.0
4149,Cambodia,Thai,2008,1340.0
4155,Cambodia,English,2008,1234.0
4156,Cambodia,French,2008,479.0
4158,Cambodia,Khmer,2008,1220370.0
4160,Cambodia,Thai,2008,884.0
4166,Cambodia,English,2008,759.0
4167,Cambodia,French,2008,232.0
4169,Cambodia,Khmer,2008,1324915.0
4171,Cambodia,Thai,2008,456.0
4177,Cambodia,English,2008,367.0
4178,Cambodia,French,2008,162.0
4180,Cambodia,Khmer,2008,10356162.0
4182,Cambodia,Thai,2008,1118.0
4188,Cambodia,English,2008,232.0
4189,Cambodia,French,2008,87.0
4191,Cambodia,Khmer,2008,5051611.0
4193,Cambodia,Thai,2008,690.0
4199,Cambodia,English,2008,135.0
4200,Cambodia,French,2008,75.0
4202,Cambodia,Khmer,2008,5304551.0
4204,Cambodia,Thai,2008,428.0
4210,Cambodia,English,1998,1427.0
4211,Cambodia,French,1998,906.0
4212,Cambodia,Khmer,1998,10942066.0
4214,Cambodia,Thai,1998,2482.0
4220,Cambodia,English,1998,895.0
4221,Cambodia,French,1998,549.0
4222,Cambodia,Khmer,1998,5267195.0
4224,Cambodia,Thai,1998,1386.0
4230,Cambodia,English,1998,532.0
4231,Cambodia,French,1998,357.0
4232,Cambodia,Khmer,1998,5674871.0
4234,Cambodia,Thai,1998,1096.0
4240,Cambodia,English,1998,1216.0
4241,Cambodia,French,1998,674.0
4242,Cambodia,Khmer,1998,1969113.0
4244,Cambodia,Thai,1998,664.0
4250,Cambodia,English,1998,769.0
4251,Cambodia,French,1998,418.0
4252,Cambodia,Khmer,1998,957352.0
4254,Cambodia,Thai,1998,417.0
4260,Cambodia,English,1998,447.0
4261,Cambodia,French,1998,256.0
4262,Cambodia,Khmer,1998,1011761.0
4264,Cambodia,Thai,1998,247.0
4270,Cambodia,English,1998,211.0
4271,Cambodia,French,1998,232.0
4272,Cambodia,Khmer,1998,8972953.0
4274,Cambodia,Thai,1998,1818.0
4280,Cambodia,English,1998,126.0
4281,Cambodia,French,1998,131.0
4282,Cambodia,Khmer,1998,4309843.0
4284,Cambodia,Thai,1998,969.0
4290,Cambodia,English,1998,85.0
4291,Cambodia,French,1998,101.0
4292,Cambodia,Khmer,1998,4663110.0
4294,Cambodia,Thai,1998,849.0
4300,Canada,Arabic,2011,183885.0
4307,Canada,Czech,2011,6420.0
4310,Canada,English,2011,22254905.0
4315,Canada,French,2011,6886690.0
4317,Canada,German,2011,93835.0
4319,Canada,Hungarian,2011,20910.0
4335,Canada,Polish,2011,86195.0
4337,Canada,Punjabi,2011,327960.0
4338,Canada,Romanian,2011,51655.0
4339,Canada,Russian,2011,112150.0
4344,Canada,Spanish,2011,248495.0
4348,Canada,Ukrainian,2011,24645.0
4355,Canada,Arabic,2011,93785.0
4361,Canada,Czech,2011,3035.0
4364,Canada,English,2011,10984855.0
4369,Canada,French,2011,3390950.0
4371,Canada,German,2011,45850.0
4373,Canada,Hungarian,2011,9850.0
4389,Canada,Polish,2011,40020.0
4391,Canada,Punjabi,2011,163620.0
4392,Canada,Romanian,2011,25740.0
4393,Canada,Russian,2011,53470.0
4398,Canada,Spanish,2011,120745.0
4402,Canada,Ukrainian,2011,11380.0
4409,Canada,Arabic,2011,90095.0
4415,Canada,Czech,2011,3390.0
4418,Canada,English,2011,11270045.0
4423,Canada,French,2011,3495740.0
4425,Canada,German,2011,47995.0
4427,Canada,Hungarian,2011,11065.0
4443,Canada,Polish,2011,46180.0
4445,Canada,Punjabi,2011,164335.0
4446,Canada,Romanian,2011,25910.0
4447,Canada,Russian,2011,58675.0
4452,Canada,Spanish,2011,127760.0
4456,Canada,Ukrainian,2011,13275.0
4463,Canada,Arabic,2011,182550.0
4470,Canada,Czech,2011,6115.0
4473,Canada,English,2011,17853945.0
4478,Canada,French,2011,5284880.0
4480,Canada,German,2011,38920.0
4482,Canada,Hungarian,2011,19740.0
4498,Canada,Polish,2011,83060.0
4500,Canada,Punjabi,2011,321580.0
4501,Canada,Romanian,2011,50445.0
4502,Canada,Russian,2011,109260.0
4507,Canada,Spanish,2011,244505.0
4511,Canada,Ukrainian,2011,23490.0
4518,Canada,Arabic,2011,93105.0
4524,Canada,Czech,2011,2880.0
4527,Canada,English,2011,8750495.0
4532,Canada,French,2011,2566885.0
4534,Canada,German,2011,18010.0
4536,Canada,Hungarian,2011,9235.0
4552,Canada,Polish,2011,38535.0
4554,Canada,Punjabi,2011,160390.0
4555,Canada,Romanian,2011,25105.0
4556,Canada,Russian,2011,52000.0
4561,Canada,Spanish,2011,118655.0
4565,Canada,Ukrainian,2011,10845.0
4572,Canada,Arabic,2011,89440.0
4578,Canada,Czech,2011,3240.0
4581,Canada,English,2011,9103445.0
4586,Canada,French,2011,2717995.0
4588,Canada,German,2011,20915.0
4590,Canada,Hungarian,2011,10510.0
4606,Canada,Polish,2011,44530.0
4608,Canada,Punjabi,2011,161185.0
4609,Canada,Romanian,2011,25340.0
4610,Canada,Russian,2011,57255.0
4615,Canada,Spanish,2011,125855.0
4619,Canada,Ukrainian,2011,12650.0
4626,Canada,Arabic,2011,1335.0
4633,Canada,Czech,2011,305.0
4636,Canada,English,2011,4400960.0
4641,Canada,French,2011,1601810.0
4643,Canada,German,2011,54915.0
4645,Canada,Hungarian,2011,1170.0
4661,Canada,Polish,2011,3135.0
4663,Canada,Punjabi,2011,6380.0
4664,Canada,Romanian,2011,1210.0
4665,Canada,Russian,2011,2890.0
4670,Canada,Spanish,2011,3990.0
4674,Canada,Ukrainian,2011,1155.0
4681,Canada,Arabic,2011,680.0
4688,Canada,Czech,2011,155.0
4691,Canada,English,2011,2234360.0
4696,Canada,French,2011,824065.0
4698,Canada,German,2011,27840.0
4700,Canada,Hungarian,2011,615.0
4713,Canada,Polish,2011,1485.0
4715,Canada,Punjabi,2011,3230.0
4716,Canada,Romanian,2011,635.0
4717,Canada,Russian,2011,1470.0
4722,Canada,Spanish,2011,2090.0
4726,Canada,Ukrainian,2011,535.0
4733,Canada,Arabic,2011,655.0
4740,Canada,Czech,2011,150.0
4743,Canada,English,2011,2166600.0
4748,Canada,French,2011,777745.0
4750,Canada,German,2011,27080.0
4752,Canada,Hungarian,2011,555.0
4765,Canada,Polish,2011,1650.0
4767,Canada,Punjabi,2011,3150.0
4768,Canada,Romanian,2011,570.0
4769,Canada,Russian,2011,1420.0
4774,Canada,Spanish,2011,1905.0
4778,Canada,Ukrainian,2011,625.0
4784,Canada,Arabic,2006,261640.0
4791,Canada,Czech,2006,24450.0
4794,Canada,English,2006,17882780.0
4798,Canada,French,2006,6817655.0
4800,Canada,German,2006,450570.0
4802,Canada,Hungarian,2006,73340.0
4812,Canada,Polish,2006,211175.0
4814,Canada,Punjabi,2006,367505.0
4815,Canada,Romanian,2006,78500.0
4816,Canada,Russian,2006,133580.0
4822,Canada,Spanish,2006,345345.0
4826,Canada,Ukrainian,2006,134500.0
4831,Canada,Arabic,2006,140355.0
4838,Canada,Czech,2006,12000.0
4841,Canada,English,2006,8833110.0
4845,Canada,French,2006,3325530.0
4847,Canada,German,2006,214955.0
4849,Canada,Hungarian,2006,36215.0
4859,Canada,Polish,2006,98345.0
4861,Canada,Punjabi,2006,185755.0
4862,Canada,Romanian,2006,37780.0
4863,Canada,Russian,2006,62345.0
4869,Canada,Spanish,2006,166695.0
4873,Canada,Ukrainian,2006,60530.0
4878,Canada,Arabic,2006,121285.0
4885,Canada,Czech,2006,12445.0
4888,Canada,English,2006,9049670.0
4892,Canada,French,2006,3492125.0
4894,Canada,German,2006,235620.0
4896,Canada,Hungarian,2006,37120.0
4906,Canada,Polish,2006,112825.0
4908,Canada,Punjabi,2006,181750.0
4909,Canada,Romanian,2006,40720.0
4910,Canada,Russian,2006,71235.0
4916,Canada,Spanish,2006,178650.0
4920,Canada,Ukrainian,2006,73975.0
4925,Canada,Arabic,2006,256870.0
4932,Canada,Czech,2006,21265.0
4935,Canada,English,2006,13904840.0
4939,Canada,French,2006,5177020.0
4941,Canada,German,2006,277935.0
4943,Canada,Hungarian,2006,65120.0
4953,Canada,Polish,2006,196715.0
4955,Canada,Punjabi,2006,358375.0
4956,Canada,Romanian,2006,76210.0
4957,Canada,Russian,2006,125935.0
4963,Canada,Spanish,2006,333390.0
4967,Canada,Ukrainian,2006,110640.0
4972,Canada,Arabic,2006,137630.0
4979,Canada,Czech,2006,10405.0
4982,Canada,English,2006,6814875.0
4986,Canada,French,2006,2485080.0
4988,Canada,German,2006,127080.0
4990,Canada,Hungarian,2006,31900.0
5000,Canada,Polish,2006,91075.0
5002,Canada,Punjabi,2006,180975.0
5003,Canada,Romanian,2006,36685.0
5004,Canada,Russian,2006,58635.0
5010,Canada,Spanish,2006,160155.0
5014,Canada,Ukrainian,2006,48215.0
5019,Canada,Arabic,2006,119235.0
5026,Canada,Czech,2006,10860.0
5029,Canada,English,2006,7089965.0
5033,Canada,French,2006,2691945.0
5035,Canada,German,2006,150860.0
5037,Canada,Hungarian,2006,33220.0
5047,Canada,Polish,2006,105640.0
5049,Canada,Punjabi,2006,177390.0
5050,Canada,Romanian,2006,39525.0
5051,Canada,Russian,2006,67300.0
5057,Canada,Spanish,2006,173240.0
5061,Canada,Ukrainian,2006,62425.0
5066,Canada,Arabic,2006,4775.0
5073,Canada,Czech,2006,3190.0
5076,Canada,English,2006,3977935.0
5080,Canada,French,2006,1640630.0
5082,Canada,German,2006,172635.0
5084,Canada,Hungarian,2006,8220.0
5094,Canada,Polish,2006,14465.0
5096,Canada,Punjabi,2006,9135.0
5097,Canada,Romanian,2006,1815.0
5098,Canada,Russian,2006,7640.0
5104,Canada,Spanish,2006,11955.0
5108,Canada,Ukrainian,2006,23860.0
5113,Canada,Arabic,2006,2720.0
5120,Canada,Czech,2006,1595.0
5123,Canada,English,2006,2018235.0
5127,Canada,French,2006,840450.0
5129,Canada,German,2006,87875.0
5131,Canada,Hungarian,2006,4315.0
5141,Canada,Polish,2006,7275.0
5143,Canada,Punjabi,2006,4780.0
5144,Canada,Romanian,2006,990.0
5145,Canada,Russian,2006,3705.0
5151,Canada,Spanish,2006,6540.0
5155,Canada,Ukrainian,2006,12310.0
5160,Canada,Arabic,2006,2055.0
5167,Canada,Czech,2006,1590.0
5170,Canada,English,2006,1959700.0
5174,Canada,French,2006,800185.0
5176,Canada,German,2006,84760.0
5178,Canada,Hungarian,2006,3900.0
5188,Canada,Polish,2006,7190.0
5190,Canada,Punjabi,2006,4360.0
5191,Canada,Romanian,2006,825.0
5192,Canada,Russian,2006,3930.0
5198,Canada,Spanish,2006,5415.0
5202,Canada,Ukrainian,2006,11545.0
5207,Canada,Arabic,2001,199940.0
5209,Canada,English,2001,17352315.0
5210,Canada,French,2001,6703330.0
5211,Canada,German,2001,438085.0
5213,Canada,Polish,2001,208375.0
5215,Canada,Punjabi,2001,271220.0
5216,Canada,Spanish,2001,245500.0
5219,Canada,Arabic,2001,108730.0
5221,Canada,English,2001,8571430.0
5222,Canada,French,2001,3269875.0
5223,Canada,German,2001,208225.0
5225,Canada,Polish,2001,97725.0
5227,Canada,Punjabi,2001,137935.0
5228,Canada,Spanish,2001,119295.0
5231,Canada,Arabic,2001,91210.0
5233,Canada,English,2001,8780890.0
5234,Canada,French,2001,3433450.0
5235,Canada,German,2001,229860.0
5237,Canada,Polish,2001,110645.0
5239,Canada,Punjabi,2001,133285.0
5240,Canada,Spanish,2001,126205.0
5243,Canada,Arabic,2001,197970.0
5245,Canada,English,2001,13424315.0
5246,Canada,French,2001,5119030.0
5247,Canada,German,2001,278335.0
5249,Canada,Polish,2001,195705.0
5251,Canada,Punjabi,2001,266220.0
5252,Canada,Spanish,2001,238965.0
5255,Canada,Arabic,2001,107460.0
5257,Canada,English,2001,6574205.0
5258,Canada,French,2001,2456365.0
5259,Canada,German,2001,127270.0
5261,Canada,Polish,2001,91335.0
5263,Canada,Punjabi,2001,135375.0
5264,Canada,Spanish,2001,115615.0
5267,Canada,Arabic,2001,90505.0
5269,Canada,English,2001,6850110.0
5270,Canada,French,2001,2662665.0
5271,Canada,German,2001,151065.0
5273,Canada,Polish,2001,104370.0
5275,Canada,Punjabi,2001,130845.0
5276,Canada,Spanish,2001,123350.0
5279,Canada,Arabic,2001,1970.0
5281,Canada,English,2001,3927995.0
5282,Canada,French,2001,1584300.0
5283,Canada,German,2001,159745.0
5285,Canada,Polish,2001,12670.0
5287,Canada,Punjabi,2001,5000.0
5288,Canada,Spanish,2001,6530.0
5291,Canada,Arabic,2001,1270.0
5293,Canada,English,2001,1997225.0
5294,Canada,French,2001,813515.0
5295,Canada,German,2001,80955.0
5297,Canada,Polish,2001,6390.0
5299,Canada,Punjabi,2001,2560.0
5300,Canada,Spanish,2001,3675.0
5303,Canada,Arabic,2001,705.0
5305,Canada,English,2001,1930775.0
5306,Canada,French,2001,770790.0
5307,Canada,German,2001,78795.0
5309,Canada,Polish,2001,6280.0
5311,Canada,Punjabi,2001,2445.0
5312,Canada,Spanish,2001,2855.0
5315,Canada,Arabic,1996,148555.0
5318,Canada,English,1996,16890615.0
5319,Canada,French,1996,6636660.0
5320,Canada,German,1996,450140.0
5322,Canada,Polish,1996,213410.0
5324,Canada,Punjabi,1996,201785.0
5325,Canada,Spanish,1996,212890.0
5326,Canada,Ukrainian,1996,162695.0
5329,Canada,Arabic,1996,82185.0
5332,Canada,English,1996,8347185.0
5333,Canada,French,1996,3244400.0
5334,Canada,German,1996,214430.0
5336,Canada,Polish,1996,102610.0
5338,Canada,Punjabi,1996,102460.0
5339,Canada,Spanish,1996,103910.0
5340,Canada,Ukrainian,1996,74985.0
5343,Canada,Arabic,1996,66370.0
5346,Canada,English,1996,8543430.0
5347,Canada,French,1996,3392260.0
5348,Canada,German,1996,235710.0
5350,Canada,Polish,1996,110800.0
5352,Canada,Punjabi,1996,99320.0
5353,Canada,Spanish,1996,108975.0
5354,Canada,Ukrainian,1996,87710.0
5357,Cayman Islands,English,2010,50018.524939999996
5358,Cayman Islands,French,2010,64.44201788
5359,Cayman Islands,German,2010,34.79467669
5362,Cayman Islands,Spanish,2010,2188.1388190000002
5365,Cayman Islands,English,2010,24442.7969
